Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,11536
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,3061
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,4665
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,17588
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Think Global,Think City,3
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Toyota,Rav4 EV,95
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Toyota,Bz4X,13
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,Id.4,743
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,E-Golf,816
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volvo,Xc40 Recharge,18
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volvo,Xc40,126
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40 Recharge,10
2022,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40,20
2022,Alameda,Diesel,Diesel,,,13700
2022,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,75
2022,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,Nexo,58
2022,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,559
2022,Alameda,Gasoline,Flex Fuel,,,32990
2022,Alameda,Gasoline,Gasoline,,,930922
2022,Alameda,Gasoline Hybrid,Gasoline Hybrid,,,79577
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,255
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,7
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback E-Tron,345
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,575
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,134
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,I8,55
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,607
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,10
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,520
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,403
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,Elr,27
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2667
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,881
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,Sf90 Stradale,3
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,Sf90 Spider,1
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,981
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,124
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-Max Energi,651
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1574
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,50
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Tucson Plug-In Hybrid,50
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-In Hybrid,98
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Santa Fe Plug-In Hybrid,71
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-In Hybrid,245
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,334
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Grand Cherokee,22
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Gs-6,2
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sportage Plug-In Hybrid,18
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,79
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,49
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,545
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,17
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,10
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,Nx 450H+,99
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,11
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,21
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,S-Class,22
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,Gle,22
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,Glc,208
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,C-Class,50
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mini,Countryman Plug-In Hybrid,63
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander Phev,175
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,55
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,103
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,389
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Rav4 Prime,762
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,3483
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,1884
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90 Recharge,115
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90,496
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60 Recharge,73
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60,252
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60 Recharge,1
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,9
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90 Recharge,1
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,11
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60 Recharge,20
2022,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,35
2022,Alameda,Other,Natural Gas,,,312
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Audi,E-Tron,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),BMW,Ix,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt Euv,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Nissan,Leaf,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,6
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2022,Alpine,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,1
2022,Alpine,Diesel,Diesel,,,78
2022,Alpine,Gasoline,Flex Fuel,,,49
2022,Alpine,Gasoline,Gasoline,,,891
2022,Alpine,Gasoline Hybrid,Gasoline Hybrid,,,27
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,Nx 450H+,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Rav4 Prime,4
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,2
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,1
2022,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Audi,Q4 E-Tron,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Audi,E-Tron Sportback,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,5
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,22
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt Euv,7
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Fiat,500E,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,6
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,5
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona EV,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona Electric,3
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq Electric,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq 5,4
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,5
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,Eqs,2
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Mini,Hardtop 2 Door,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,Leaf,15
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,2
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,40
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,6
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,26
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,65
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Toyota,Rav4 EV,2
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,Id.4,6
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,E-Golf,1
2022,Amador,Battery Electric (BEV),Battery Electric (BEV),Volvo,Xc40,1
2022,Amador,Diesel,Diesel,,,3249
2022,Amador,Gasoline,Flex Fuel,,,2026
2022,Amador,Gasoline,Gasoline,,,34339
2022,Amador,Gasoline Hybrid,Gasoline Hybrid,,,1081
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback E-Tron,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,I8,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,3
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,54
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,25
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-Max Energi,12
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,3
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Tucson Plug-In Hybrid,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-In Hybrid,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-In Hybrid,3
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,7
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,4
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,Glc,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander Phev,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,5
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Rav4 Prime,5
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,20
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,5
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90 Recharge,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90,6
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60 Recharge,1
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60,2
2022,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,1
2022,Amador,Other,Natural Gas,,,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Audi,E-Tron Gt,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Audi,E-Tron,5
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),BMW,Ix,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),BMW,I4,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,6
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,41
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt Euv,8
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Fiat,500E,7
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,24
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,7
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,16
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona EV,22
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona Electric,14
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq Electric,1
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq 5,21
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-Pace,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,4
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,9
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,5
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,Eqs,1
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Mini,Hardtop 2 Door,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,Leaf,80
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,1
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,10
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1S,3
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,3
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Subaru,Solterra,1
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,162
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,45
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,93
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,333
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Toyota,Rav4 EV,2
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,Id.4,31
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,E-Golf,14
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Volvo,Xc40,4
2022,Butte,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40 Recharge,1
2022,Butte,Diesel,Diesel,,,8858
2022,Butte,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,2
2022,Butte,Gasoline,Flex Fuel,,,8781
2022,Butte,Gasoline,Gasoline,,,128982
2022,Butte,Gasoline Hybrid,Gasoline Hybrid,,,5199
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,2
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,38
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,6
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,I8,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,13
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,8
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,4
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,Ct6 Plug-In Hybrid,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,103
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,27
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,49
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,5
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-Max Energi,36
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,17
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Tucson Plug-In Hybrid,6
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-In Hybrid,5
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Santa Fe Plug-In Hybrid,9
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-In Hybrid,23
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,28
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sportage Plug-In Hybrid,2
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,13
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lexus,Nx 450H+,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,3
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,Gle,2
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,Glc,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander Phev,2
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,1
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,23
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Rav4 Prime,51
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,168
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,55
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90 Recharge,4
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc90,21
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60 Recharge,2
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,Xc60,8
2022,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,1
2022,Butte,Other,Natural Gas,,,8
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Audi,E-Tron,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),BMW,Ix,3
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),BMW,I4,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,18
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt Euv,9
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Fiat,500E,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,12
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Ford,F-150 Lightning,6
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Genesis,Gv60,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona EV,4
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Kona Electric,2
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq 5,4
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,8
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Kia,EV6,5
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Lucid,Air,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,B-Class,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,Leaf,15
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,39
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,12
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,31
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,94
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Toyota,Rav4 EV,2
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,Id.4,5
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Volvo,Xc40,2
2022,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Volvo,C40,1
2022,Calaveras,Diesel,Diesel,,,4541
2022,Calaveras,Gasoline,Flex Fuel,,,2773
2022,Calaveras,Gasoline,Gasoline,,,43216
2022,Calaveras,Gasoline Hybrid,Gasoline Hybrid,,,1386
2022,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,1
2022,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A8 L,1
2022,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback E-Tron,1
2022,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,3
